Timestamp,Duration,CPU Usage (%),Memory Usage (%),Swap Usage (%),GPU Usage (%),Network Sent (bytes),Network Received (bytes)
2024-04-15 17:14:04,0.03,0.0,21.1,0.0,0,4929414524,72094998438
2024-04-15 17:14:09,5.06,0.3,21.0,0.0,0,4929419805,72095013831
2024-04-15 17:14:14,10.09,0.6,22.0,0.0,0,4929421665,72095026379
2024-04-15 17:14:19,15.12,15.7,21.8,0.0,100,4929479520,72095094246
2024-04-15 17:14:24,20.15,13.0,21.9,0.0,77,4929584228,72095209708
2024-04-15 17:14:29,25.17,13.0,21.9,0.0,77,4929621609,72095255577
2024-04-15 17:14:34,30.2,12.9,21.9,0.0,73,4929725391,72095367559
2024-04-15 17:14:39,35.23,12.9,21.9,0.0,72,4929745063,72095396791
2024-04-15 17:14:44,40.26,13.0,21.7,0.0,100,4929832869,72095504086
2024-04-15 17:14:49,45.29,13.0,21.7,0.0,58,4929937263,72095616254
2024-04-15 17:14:54,50.32,12.9,21.6,0.0,52,4930075902,72095763621
2024-04-15 17:15:00,55.35,12.9,21.6,0.0,100,4930252140,72095949297
2024-04-15 17:15:05,60.38,13.1,21.6,0.0,78,4930409826,72096115857
2024-04-15 17:15:10,65.41,12.9,21.2,0.0,71,4930634475,72096351166
2024-04-15 17:15:15,70.44,13.1,21.2,0.0,71,4930708442,72096434889
2024-04-15 17:15:20,75.47,12.9,21.2,0.0,100,4930845780,72096582627
2024-04-15 17:15:25,80.49,12.9,21.2,0.0,100,4930863642,72096609157
2024-04-15 17:15:30,85.52,12.9,21.2,0.0,100,4930983608,72096737932
2024-04-15 17:15:35,90.55,13.0,21.2,0.0,46,4931019361,72096783179
2024-04-15 17:15:40,95.58,12.9,21.2,0.0,100,4931070383,72096843841
2024-04-15 17:15:45,100.61,13.1,21.3,0.0,75,4931188009,72096970267
2024-04-15 17:15:50,105.64,13.0,21.2,0.0,100,4931206696,72096997188
2024-04-15 17:15:55,110.67,12.8,21.2,0.0,100,4931324356,72097123588
2024-04-15 17:16:00,115.7,12.9,21.2,0.0,100,4931408250,72097215922
2024-04-15 17:16:05,120.73,12.9,21.2,0.0,100,4931476891,72097293063
2024-04-15 17:16:10,125.77,12.9,21.2,0.0,78,4931630389,72097455421
2024-04-15 17:16:15,130.8,12.9,21.2,0.0,67,4931832689,72097668621
2024-04-15 17:16:20,135.83,12.9,21.2,0.0,100,4931967808,72097813474
2024-04-15 17:16:25,140.86,13.2,21.2,0.0,63,4932168867,72098023951
2024-04-15 17:16:30,145.89,12.9,21.2,0.0,100,4932186708,72098050712
2024-04-15 17:16:35,150.93,12.9,21.2,0.0,100,4932340690,72098213974
2024-04-15 17:16:40,155.96,12.9,21.2,0.0,100,4932516161,72098398485
2024-04-15 17:16:45,160.98,12.9,21.2,0.0,76,4932636741,72098527505
2024-04-15 17:16:50,166.01,13.0,21.2,0.0,100,4932760254,72098659458
2024-04-15 17:16:55,171.04,12.8,21.2,0.0,79,4932876926,72098785650
2024-04-15 17:17:00,176.07,13.1,21.2,0.0,100,4932996084,72098914540
2024-04-15 17:17:05,181.1,12.9,21.2,0.0,59,4933063630,72098990706
2024-04-15 17:17:10,186.13,12.8,21.2,0.0,100,4933200764,72099136608
2024-04-15 17:17:15,191.16,12.9,21.2,0.0,100,4933372854,72099317318
2024-04-15 17:17:20,196.18,12.9,21.2,0.0,56,4933559219,72099512303
2024-04-15 17:17:25,201.21,12.9,21.2,0.0,80,4933678669,72099640647
2024-04-15 17:17:30,206.24,13.2,21.5,0.0,96,4933761853,72099734209
2024-04-15 17:17:35,211.26,12.9,21.2,0.0,78,4933864144,72099848009
2024-04-15 17:17:40,216.29,12.9,21.2,0.0,100,4933985306,72099978571
2024-04-15 17:17:45,221.32,12.9,21.2,0.0,76,4934068842,72100070727
2024-04-15 17:17:51,226.35,12.9,21.2,0.0,66,4934225861,72100237086
2024-04-15 17:17:56,231.37,12.9,21.2,0.0,95,4934311509,72100332254
2024-04-15 17:18:01,236.4,12.9,21.2,0.0,100,4934500929,72100530474
2024-04-15 17:18:06,241.43,13.1,21.2,0.0,68,4934653450,72100691615
2024-04-15 17:18:11,246.46,13.1,21.2,0.0,100,4934736202,72100783467
2024-04-15 17:18:16,251.49,12.8,21.2,0.0,87,4934854160,72100909985
2024-04-15 17:18:21,256.52,12.9,21.2,0.0,100,4934905956,72100970401
2024-04-15 17:18:26,261.54,12.9,21.2,0.0,79,4935056691,72101129066
2024-04-15 17:18:31,266.57,12.9,21.2,0.0,100,4935143097,72101224452
2024-04-15 17:18:36,271.6,12.9,21.2,0.0,100,4935312480,72101405049
2024-04-15 17:18:41,276.63,12.9,21.2,0.0,100,4935330887,72101432315
2024-04-15 17:18:46,281.66,12.9,21.2,0.0,89,4935436691,72101549017
2024-04-15 17:18:51,286.69,13.3,21.2,0.0,76,4935455163,72101579048
2024-04-15 17:18:56,291.72,13.0,21.2,0.0,100,4935527340,72101660805
2024-04-15 17:19:01,296.75,13.0,21.2,0.0,100,4935735261,72101877526
2024-04-15 17:19:06,301.79,12.8,21.2,0.0,61,4935886425,72102036830
2024-04-15 17:19:11,306.82,12.8,21.2,0.0,100,4936039625,72102200178
2024-04-15 17:19:16,311.85,13.1,21.2,0.0,76,4936056422,72102226315
2024-04-15 17:19:21,316.88,12.9,21.2,0.0,56,4936146994,72102325207
2024-04-15 17:19:26,321.91,12.8,21.2,0.0,77,4936299380,72102487629
2024-04-15 17:19:31,326.94,13.2,21.2,0.0,100,4936351734,72102551081
2024-04-15 17:19:36,331.97,13.0,21.2,0.0,77,4936402170,72102611106
2024-04-15 17:19:41,337.0,12.9,21.2,0.0,76,4936437298,72102655214
2024-04-15 17:19:46,342.03,13.0,21.2,0.0,79,4936487887,72102714423
2024-04-15 17:19:51,347.06,12.9,21.2,0.0,100,4936524150,72102760102
2024-04-15 17:19:56,352.09,12.9,21.2,0.0,100,4936697248,72102942540
2024-04-15 17:20:01,357.11,13.0,21.2,0.0,91,4936905315,72103161217
2024-04-15 17:20:06,362.14,12.9,21.2,0.0,78,4937010129,72103277041
2024-04-15 17:20:11,367.17,13.0,21.2,0.0,66,4937077648,72103354352
2024-04-15 17:20:16,372.2,13.2,21.2,0.0,75,4937197293,72103483277
2024-04-15 17:20:21,377.23,12.9,21.2,0.0,77,4937265229,72103561529
2024-04-15 17:20:26,382.26,12.8,21.2,0.0,100,4937418436,72103723194
2024-04-15 17:20:31,387.29,12.9,21.2,0.0,100,4937586456,72103900434
2024-04-15 17:20:36,392.32,13.0,21.2,0.0,100,4937621734,72103944032
2024-04-15 17:20:42,397.35,12.8,21.2,0.0,100,4937690561,72104021359
2024-04-15 17:20:47,402.38,12.9,21.2,0.0,100,4937859947,72104199679
2024-04-15 17:20:52,407.4,12.9,21.2,0.0,100,4937926690,72104275702
2024-04-15 17:20:57,412.44,13.1,21.2,0.0,72,4937997242,72104355416
2024-04-15 17:21:02,417.46,13.1,21.2,0.0,100,4938048719,72104416293
2024-04-15 17:21:07,422.49,12.9,21.2,0.0,65,4938133505,72104510406
2024-04-15 17:21:12,427.51,13.0,21.2,0.0,79,4938151421,72104538733
2024-04-15 17:21:17,432.55,13.0,21.2,0.0,79,4938204412,72104602564
2024-04-15 17:21:22,437.58,12.9,21.2,0.0,100,4938308111,72104716203
2024-04-15 17:21:27,442.6,12.9,21.2,0.0,100,4938533178,72104950670
2024-04-15 17:21:32,447.63,12.9,21.2,0.0,73,4938567162,72104992948
2024-04-15 17:21:37,452.66,12.8,21.2,0.0,100,4938653151,72105086975
2024-04-15 17:21:42,457.69,12.9,21.2,0.0,74,4938857725,72105300118
2024-04-15 17:21:47,462.72,13.0,21.2,0.0,76,4938858185,72105309798
2024-04-15 17:21:52,467.75,13.2,21.8,0.0,39,4938894087,72105355220
2024-04-15 17:21:57,472.78,12.9,21.3,0.0,100,4939063670,72105533665
2024-04-15 17:22:02,477.81,12.8,21.3,0.0,73,4939215359,72105694224
2024-04-15 17:22:07,482.84,12.9,21.3,0.0,65,4939286761,72105774846
2024-04-15 17:22:12,487.87,12.9,21.3,0.0,100,4939386914,72105883859
2024-04-15 17:22:17,492.9,13.0,21.3,0.0,79,4939471393,72105977378
2024-04-15 17:22:22,497.93,13.0,21.3,0.0,77,4939471853,72105986158
2024-04-15 17:22:27,502.96,12.8,21.3,0.0,100,4939541609,72106066454
2024-04-15 17:22:32,507.98,12.9,21.3,0.0,100,4939642443,72106178308
2024-04-15 17:22:37,513.01,13.1,21.3,0.0,100,4939826163,72106371968
2024-04-15 17:22:42,518.04,12.9,21.3,0.0,100,4939861087,72106414552
2024-04-15 17:22:47,523.07,12.9,21.3,0.0,80,4939895483,72106457751
2024-04-15 17:22:52,528.1,12.9,21.3,0.0,100,4940046816,72106617644
2024-04-15 17:22:57,533.13,12.9,21.3,0.0,100,4940219778,72106798866
2024-04-15 17:23:02,538.15,12.9,21.3,0.0,100,4940322606,72106910434
2024-04-15 17:23:07,543.18,12.8,21.3,0.0,74,4940372054,72106969259
2024-04-15 17:23:12,548.21,12.9,21.3,0.0,100,4940407064,72107014380
2024-04-15 17:23:17,553.25,12.8,21.3,0.0,62,4940496654,72107113310
2024-04-15 17:23:22,558.27,13.0,21.3,0.0,100,4940567667,72107193215
2024-04-15 17:23:27,563.3,13.1,21.3,0.0,75,4940602020,72107236908
2024-04-15 17:23:32,568.33,13.0,21.3,0.0,77,4940621120,72107266327
2024-04-15 17:23:38,573.36,12.9,21.3,0.0,79,4940688772,72107343546
2024-04-15 17:23:43,578.4,13.0,21.3,0.0,82,4940723522,72107388774
2024-04-15 17:23:48,583.43,13.0,21.3,0.0,80,4940723982,72107400861
2024-04-15 17:23:53,588.45,12.9,21.3,0.0,100,4940811831,72107498230
2024-04-15 17:23:58,593.49,12.8,21.3,0.0,80,4940898485,72107593084
2024-04-15 17:24:03,598.52,12.9,21.3,0.0,100,4941019034,72107722143
2024-04-15 17:24:08,603.55,13.0,21.3,0.0,86,4941037100,72107749429
2024-04-15 17:24:13,608.57,12.9,21.3,0.0,100,4941155751,72107876580
2024-04-15 17:24:18,613.61,12.9,21.3,0.0,72,4941223337,72107952968
2024-04-15 17:24:23,618.64,13.0,21.3,0.0,60,4941362668,72108101219
2024-04-15 17:24:28,623.67,12.9,21.3,0.0,79,4941449819,72108199198
2024-04-15 17:24:33,628.7,13.1,21.3,0.0,70,4941519996,72108278595
2024-04-15 17:24:38,633.73,12.9,21.3,0.0,100,4941554847,72108322306
2024-04-15 17:24:43,638.76,13.0,21.3,0.0,78,4941621417,72108400676
2024-04-15 17:24:48,643.79,13.0,21.3,0.0,64,4941793793,72108595576
2024-04-15 17:24:53,648.82,12.9,21.3,0.0,76,4941912329,72108722690
2024-04-15 17:24:58,653.85,12.9,21.3,0.0,65,4941996407,72108814608
2024-04-15 17:25:03,658.88,12.9,21.3,0.0,81,4942148375,72108975918
2024-04-15 17:25:08,663.9,12.8,21.3,0.0,100,4942249677,72109086830
2024-04-15 17:25:13,668.93,13.2,21.4,0.0,100,4942318840,72109166847
2024-04-15 17:25:18,673.96,12.9,21.3,0.0,91,4942453950,72109312273
2024-04-15 17:25:23,678.99,12.9,21.3,0.0,62,4942554127,72109421490
2024-04-15 17:25:28,684.02,13.4,21.3,0.0,51,4942640499,72109529655
2024-04-15 17:25:33,689.05,12.9,21.3,0.0,70,4942779318,72109678604
2024-04-15 17:25:38,694.08,12.8,21.3,0.0,100,4942916206,72109823438
2024-04-15 17:25:43,699.11,12.9,21.3,0.0,65,4943000696,72109917397
2024-04-15 17:25:48,704.14,12.9,21.3,0.0,77,4943136350,72110062151
2024-04-15 17:25:53,709.17,13.0,21.3,0.0,75,4943136813,72110072014
2024-04-15 17:25:58,714.2,13.2,21.3,0.0,100,4943243919,72110188160
2024-04-15 17:26:03,719.23,12.9,21.3,0.0,100,4943348183,72110301464
2024-04-15 17:26:08,724.26,12.9,21.3,0.0,77,4943416200,72110378041
2024-04-15 17:26:13,729.29,12.9,21.3,0.0,75,4943434127,72110405428
2024-04-15 17:26:18,734.32,12.9,21.3,0.0,100,4943503169,72110485250
2024-04-15 17:26:24,739.35,12.9,21.3,0.0,100,4943554659,72110547582
2024-04-15 17:26:29,744.38,13.0,21.3,0.0,100,4943607118,72110609053
2024-04-15 17:26:34,749.41,12.8,21.3,0.0,100,4943709831,72110720626
